ID,classe_real,score_EfficientNet-B0_logmel,peso_EfficientNet-B0_logmel,score_EfficientNet-B0_stft,peso_EfficientNet-B0_stft,score_ResNet-18v2_cqt,peso_ResNet-18v2_cqt,score_ResNet-18v2_stft,peso_ResNet-18v2_stft,score_final,decisao_final
PA_E_0000028,bonafide,-6.8394083976745605,0.275,-5.758791923522949,0.3,0.003598786424845457,0.223,0.010053792037069798,0.201,-3.6056515448451973,bonafide
PA_E_0000029,bonafide,-6.5419135093688965,0.275,-7.0223469734191895,0.3,6.502137921415851e-07,0.223,1.934978718054481e-05,0.201,-3.9057262727973043,bonafide
PA_E_0000030,spoof,8.481119155883789,0.275,13.080392837524414,0.3,0.9999966621398926,0.223,1.0,0.201,6.680424874782562,spoof
PA_E_0000031,spoof,12.586579322814941,0.275,12.230658531188965,0.3,1.0,0.223,1.0,0.201,7.554506873130798,spoof
PA_E_0000032,bonafide,4.086263656616211,0.275,8.811067581176758,0.3,0.005270485300570726,0.223,0.9999880790710449,0.201,3.9692157020377925,spoof
PA_E_0000033,spoof,13.687533378601074,0.275,9.640006065368652,0.3,1.0,0.223,1.0,0.201,7.08007349872589,spoof
PA_E_0000034,spoof,2.7170374393463135,0.275,14.106487274169922,0.3,1.0,0.223,1.0,0.201,5.403131478071213,spoof
PA_E_0000035,spoof,20.277441024780273,0.275,20.744060516357422,0.3,1.0,0.223,1.0,0.201,12.223514436721803,spoof
PA_E_0000036,spoof,5.428605079650879,0.275,9.618141174316406,0.3,0.9999990463256836,0.223,0.9998775720596313,0.201,4.8022839285135275,spoof
PA_E_0000037,spoof,12.808948516845703,0.275,17.71547508239746,0.3,1.0,0.223,1.0,0.201,9.261103366851808,spoof
PA_E_0000038,spoof,13.533173561096191,0.275,13.718509674072266,0.3,1.0,0.223,1.0,0.201,8.261175631523134,spoof
PA_E_0000039,spoof,18.01818084716797,0.275,18.00788688659668,0.3,1.0,0.223,1.0,0.201,10.781365798950196,spoof
PA_E_0000040,spoof,8.378225326538086,0.275,15.730950355529785,0.3,1.0,0.223,1.0,0.201,7.447297071456909,spoof
PA_E_0000041,spoof,9.016505241394043,0.275,12.199342727661133,0.3,1.0,0.223,1.0,0.201,6.563341759681702,spoof
PA_E_0000042,spoof,12.830843925476074,0.275,23.85031509399414,0.3,0.9999997615814209,0.223,1.0,0.201,11.10757655453682,spoof
PA_E_0000043,spoof,13.17794418334961,0.275,21.156164169311523,0.3,1.0,0.223,1.0,0.201,10.3947839012146,spoof
PA_E_0000044,spoof,7.703314781188965,0.275,8.768973350524902,0.3,0.9193565249443054,0.223,1.0,0.201,5.155120075047016,spoof
PA_E_0000045,spoof,13.443158149719238,0.275,19.381628036499023,0.3,1.0,0.223,1.0,0.201,9.935356902122498,spoof
PA_E_0000046,spoof,11.904281616210938,0.275,9.378050804138184,0.3,1.0,0.223,1.0,0.201,6.511092685699462,spoof
PA_E_0000047,spoof,14.852338790893555,0.275,20.51372528076172,0.3,1.0,0.223,1.0,0.201,10.662510751724245,spoof
PA_E_0000048,spoof,15.299928665161133,0.275,15.116620063781738,0.3,1.0,0.223,1.0,0.201,9.166466402053834,spoof
PA_E_0000049,spoof,15.45449161529541,0.275,19.339536666870117,0.3,1.0,0.223,1.0,0.201,10.475846194267275,spoof
PA_E_0000050,spoof,0.6816480755805969,0.275,1.4303438663482666,0.3,0.7838292717933655,0.223,0.5637274384498596,0.201,0.9046595234274863,bonafide
PA_E_0000051,spoof,5.79924201965332,0.275,7.052027702331543,0.3,0.9968752861022949,0.223,1.0,0.201,4.133703054904937,spoof
PA_E_0000052,spoof,12.16869068145752,0.275,15.467015266418457,0.3,1.0,0.223,1.0,0.201,8.410494517326356,spoof
PA_E_0000053,spoof,14.40314769744873,0.275,19.248624801635742,0.3,1.0,0.223,1.0,0.201,10.159453057289126,spoof
PA_E_0000054,spoof,14.914588928222656,0.275,14.656691551208496,0.3,1.0,0.223,1.0,0.201,8.92251942062378,spoof
PA_E_0000055,bonafide,-6.807556629180908,0.275,-6.92598295211792,0.3,4.796762813341626e-12,0.223,2.4662851760837157e-09,0.201,-3.9498729581633327,bonafide
PA_E_0000056,bonafide,-6.697828769683838,0.275,-5.574412822723389,0.3,8.282741873699706e-06,0.223,3.2284965527651366e-06,0.201,-3.5142242625008273,bonafide
PA_E_0000057,spoof,8.032516479492188,0.275,8.460603713989258,0.3,0.9995720982551575,0.223,0.9999997615814209,0.201,5.171027676045895,spoof
PA_E_0000058,spoof,13.360955238342285,0.275,16.520252227783203,0.3,1.0,0.223,1.0,0.201,9.054338358879091,spoof
PA_E_0000059,spoof,13.042611122131348,0.275,17.401344299316406,0.3,1.0,0.223,1.0,0.201,9.231121348381043,spoof
PA_E_0000060,spoof,17.65692710876465,0.275,25.479637145996094,0.3,1.0,0.223,1.0,0.201,12.923546098709108,spoof
PA_E_0000061,bonafide,-4.990716934204102,0.275,-2.8902227878570557,0.3,0.11671309918165207,0.223,0.36670002341270447,0.201,-2.139780267439783,bonafide
PA_E_0000062,bonafide,-5.116808891296387,0.275,-4.225623607635498,0.3,0.005265438463538885,0.223,8.008944860193878e-05,0.201,-2.673619236640618,bonafide
PA_E_0000063,spoof,13.829021453857422,0.275,20.217763900756836,0.3,1.0,0.223,1.0,0.201,10.292310070037843,spoof
PA_E_0000064,spoof,13.813191413879395,0.275,16.18998908996582,0.3,1.0,0.223,1.0,0.201,9.079624365806582,spoof
PA_E_0000065,spoof,15.700948715209961,0.275,17.395122528076172,0.3,1.0,0.223,1.0,0.201,9.960297655105592,spoof
PA_E_0000066,spoof,13.826586723327637,0.275,13.840563774108887,0.3,1.0,0.223,1.0,0.201,8.378480481147767,spoof
PA_E_0000067,spoof,12.327815055847168,0.275,13.851397514343262,0.3,0.9999940395355225,0.223,1.0,0.201,7.969567065477371,spoof
PA_E_0000068,spoof,11.33917236328125,0.275,16.161884307861328,0.3,1.0,0.223,1.0,0.201,8.390837692260744,spoof
PA_E_0000069,spoof,11.028883934020996,0.275,13.614165306091309,0.3,1.0,0.223,1.0,0.201,7.541192673683166,spoof
PA_E_0000070,spoof,9.002511978149414,0.275,12.429280281066895,0.3,0.9999997615814209,0.223,0.9999816417694092,0.201,6.628471135139465,spoof
PA_E_0000071,spoof,11.711357116699219,0.275,19.13992691040039,0.3,1.0,0.223,1.0,0.201,9.386601280212403,spoof
PA_E_0000072,spoof,11.008086204528809,0.275,13.728057861328125,0.3,1.0,0.223,1.0,0.201,7.569641064643859,spoof
PA_E_0000073,spoof,9.343745231628418,0.275,15.035771369934082,0.3,1.0,0.223,1.0,0.201,7.504261349678039,spoof
PA_E_0000074,bonafide,-7.168181896209717,0.275,-5.634096145629883,0.3,1.1963390988967149e-07,0.223,1.3759709815985843e-07,0.201,-3.6614788108112584,bonafide
PA_E_0000075,spoof,11.412349700927734,0.275,18.32404899597168,0.3,1.0,0.223,1.0,0.201,9.059610866546633,spoof
PA_E_0000076,spoof,15.590898513793945,0.275,20.389938354492188,0.3,1.0,0.223,1.0,0.201,10.828478597640993,spoof
PA_E_0000077,spoof,10.046043395996094,0.275,16.64588165283203,0.3,1.0,0.223,1.0,0.201,8.180426429748534,spoof
PA_E_0000078,spoof,13.775257110595703,0.275,12.85867977142334,0.3,1.0,0.223,1.0,0.201,8.06979963684082,spoof
PA_E_0000079,spoof,8.06791877746582,0.275,8.273880004882812,0.3,0.9999995231628418,0.223,0.9993857145309448,0.201,5.124718087553978,spoof
PA_E_0000080,spoof,11.27236270904541,0.275,14.69648551940918,0.3,1.0,0.223,1.0,0.201,7.9328454008102405,spoof
PA_E_0000081,spoof,14.162686347961426,0.275,17.14106559753418,0.3,1.0,0.223,1.0,0.201,9.461058424949647,spoof
PA_E_0000082,spoof,13.095661163330078,0.275,7.649572849273682,0.3,0.999995231628418,0.223,1.0,0.201,6.320177611351013,spoof
PA_E_0000083,spoof,12.127001762390137,0.275,13.812931060791016,0.3,1.0,0.223,1.0,0.201,7.902804802894591,spoof
PA_E_0000084,spoof,10.479767799377441,0.275,13.512543678283691,0.3,1.0,0.223,1.0,0.201,7.359699248313904,spoof
PA_E_0000085,spoof,16.925363540649414,0.275,18.1367244720459,0.3,1.0,0.223,1.0,0.201,10.519492315292359,spoof
PA_E_0000086,spoof,14.362512588500977,0.275,14.383783340454102,0.3,1.0,0.223,1.0,0.201,8.688825963974,spoof
PA_E_0000087,bonafide,-6.951779365539551,0.275,-6.970665454864502,0.3,2.42352115265021e-07,0.223,9.72748104288712e-09,0.201,-4.002938905982981,bonafide
PA_E_0000088,bonafide,-7.472919940948486,0.275,-6.787508487701416,0.3,2.8837477657361887e-05,0.223,3.87368892518225e-09,0.201,-4.091299098535129,bonafide
PA_E_0000090,spoof,12.624321937561035,0.275,14.633492469787598,0.3,1.0,0.223,1.0,0.201,8.285736273765565,spoof
PA_E_0000091,spoof,12.539517402648926,0.275,22.29178810119629,0.3,1.0,0.223,1.0,0.201,10.559903716087343,spoof
PA_E_0000092,spoof,12.48753547668457,0.275,16.56355857849121,0.3,1.0,0.223,1.0,0.201,8.827139829635621,spoof
PA_E_0000093,bonafide,-4.198250770568848,0.275,-5.323049545288086,0.3,2.557571860961616e-07,0.223,0.0047565340064466,0.201,-2.7504777051237106,bonafide
PA_E_0000094,spoof,10.640145301818848,0.275,16.351713180541992,0.3,1.0,0.223,1.0,0.201,8.255553912162782,spoof
PA_E_0000095,spoof,9.33787727355957,0.275,8.929286003112793,0.3,0.9999969005584717,0.223,1.0,0.201,5.670701359987258,spoof
PA_E_0000096,spoof,14.485596656799316,0.275,14.66452407836914,0.3,1.0,0.223,1.0,0.201,8.806896304130555,spoof
PA_E_0000097,bonafide,-7.151320457458496,0.275,-5.085168361663818,0.3,8.49334913510802e-09,0.223,1.7268306692130864e-05,0.201,-3.49216016147657,bonafide
PA_E_0000098,bonafide,-6.460497856140137,0.275,-6.161511421203613,0.3,0.00014844644465483725,0.223,6.144452413536783e-07,0.201,-3.62505710973897,bonafide
PA_E_0000099,bonafide,-5.074079990386963,0.275,-6.333007335662842,0.3,0.03987357020378113,0.223,0.0002779485657811165,0.201,-3.286326524238102,bonafide
PA_E_0000100,spoof,14.295791625976562,0.275,8.357666015625,0.3,1.0,0.223,1.0,0.201,6.862642501831054,spoof
PA_E_0000101,spoof,10.041778564453125,0.275,6.937836647033691,0.3,0.9999994039535522,0.223,1.0,0.201,5.2668399664163585,spoof
PA_E_0000102,bonafide,-7.0875725746154785,0.275,-6.9111199378967285,0.3,1.950532322325671e-07,0.223,1.1598157811931742e-07,0.201,-4.022418372579107,bonafide
PA_E_0000103,spoof,15.834590911865234,0.275,14.759636878967285,0.3,1.0,0.223,1.0,0.201,9.206403564453128,spoof
PA_E_0000104,spoof,10.959858894348145,0.275,16.62873649597168,0.3,1.0,0.223,1.0,0.201,8.426582144737246,spoof
PA_E_0000105,bonafide,-6.731775760650635,0.275,-5.88638162612915,0.3,0.09042973071336746,0.223,1.4785580788156949e-05,0.201,-3.5969840201668504,bonafide
PA_E_0000106,spoof,13.455355644226074,0.275,16.802719116210938,0.3,0.9999997615814209,0.223,1.0,0.201,9.165038483858108,spoof
PA_E_0000107,spoof,11.458126068115234,0.275,16.50553321838379,0.3,0.9999998807907104,0.223,0.9999994039535522,0.201,8.526644487857817,spoof
PA_E_0000108,spoof,12.422652244567871,0.275,13.4319429397583,0.3,1.0,0.223,1.0,0.201,7.869812249183655,spoof
PA_E_0000109,spoof,10.992372512817383,0.275,11.886287689208984,0.3,0.999982476234436,0.223,1.0,0.201,7.012784839987755,spoof
PA_E_0000110,spoof,4.1670002937316895,0.275,4.152164459228516,0.3,0.6961296200752258,0.223,0.9761549234390259,0.201,2.7430184634327888,spoof
PA_E_0000111,spoof,10.370840072631836,0.275,23.398832321166992,0.3,1.0,0.223,1.0,0.201,10.295630716323855,spoof
PA_E_0000112,spoof,10.713939666748047,0.275,13.830886840820312,0.3,1.0,0.223,1.0,0.201,7.519599460601807,spoof
PA_E_0000113,spoof,15.60110092163086,0.275,18.708385467529297,0.3,1.0,0.223,1.0,0.201,10.326818393707276,spoof
PA_E_0000114,spoof,8.712089538574219,0.275,8.64809799194336,0.3,1.0,0.223,1.0,0.201,5.414254020690917,spoof
PA_E_0000115,spoof,-1.7129559516906738,0.275,10.826648712158203,0.3,1.0,0.223,1.0,0.201,3.200931726932525,spoof
PA_E_0000116,spoof,16.163162231445312,0.275,15.7249116897583,0.3,1.0,0.223,1.0,0.201,9.586343120574954,spoof
PA_E_0000117,spoof,14.046859741210938,0.275,14.85167121887207,0.3,1.0,0.223,1.0,0.201,8.74238779449463,spoof
PA_E_0000118,spoof,16.228120803833008,0.275,23.34710693359375,0.3,1.0,0.223,1.0,0.201,11.890865301132203,spoof
PA_E_0000119,bonafide,-6.763209342956543,0.275,-7.30513858795166,0.3,8.73756505370693e-07,0.223,5.0997117639894896e-09,0.201,-4.0514239498258044,bonafide
PA_E_0000120,spoof,12.959701538085938,0.275,17.63857650756836,0.3,0.9999964237213135,0.223,1.0,0.201,9.279490077733993,spoof
PA_E_0000121,spoof,4.216801643371582,0.275,8.133787155151367,0.3,1.0,0.223,1.0,0.201,4.023756598472595,spoof
PA_E_0000122,spoof,15.82406997680664,0.275,20.97734260559082,0.3,1.0,0.223,1.0,0.201,11.068822025299072,spoof
PA_E_0000123,spoof,11.611211776733398,0.275,12.22811508178711,0.3,0.9999998807907104,0.223,1.0,0.201,7.285517736554145,spoof
PA_E_0000124,spoof,14.792500495910645,0.275,11.512968063354492,0.3,1.0,0.223,1.0,0.201,7.945828055381774,spoof
PA_E_0000125,spoof,9.53783893585205,0.275,11.278685569763184,0.3,1.0,0.223,1.0,0.201,6.430511378288268,spoof
PA_E_0000126,spoof,12.326987266540527,0.275,12.732555389404297,0.3,1.0,0.223,1.0,0.201,7.633688115119933,spoof
PA_E_0000127,spoof,12.332239151000977,0.275,15.3989896774292,0.3,1.0,0.223,1.0,0.201,8.43506266975403,spoof
PA_E_0000128,spoof,11.496347427368164,0.275,14.065532684326172,0.3,1.0,0.223,1.0,0.201,7.805155347824096,spoof
PA_E_0000129,spoof,13.42615032196045,0.275,17.037744522094727,0.3,1.0,0.223,1.0,0.201,9.227514695167542,spoof
PA_E_0000130,bonafide,-6.936738967895508,0.275,-6.980769157409668,0.3,3.2728308951845975e-08,0.223,3.114480762178573e-07,0.201,-4.00183389349469,bonafide
PA_E_0000131,spoof,1.4293792247772217,0.275,3.0756499767303467,0.3,0.9999991655349731,0.223,1.0,0.201,1.739774093747139,spoof
PA_E_0000132,spoof,18.084564208984375,0.275,14.739847183227539,0.3,1.0,0.223,1.0,0.201,9.819209312438966,spoof
PA_E_0000133,spoof,4.520425319671631,0.275,11.516094207763672,0.3,1.0,0.223,0.9999997615814209,0.201,5.1219451773166655,spoof
PA_E_0000134,spoof,15.556986808776855,0.275,16.967214584350586,0.3,1.0,0.223,1.0,0.201,9.792335747718813,spoof
PA_E_0000135,spoof,12.871198654174805,0.275,22.370471954345703,0.3,1.0,0.223,1.0,0.201,10.674721216201783,spoof
PA_E_0000136,spoof,6.080301284790039,0.275,13.308538436889648,0.3,1.0,0.223,1.0,0.201,6.088644384384155,spoof
PA_E_0000137,spoof,12.374186515808105,0.275,13.43701457977295,0.3,1.0,0.223,1.0,0.201,7.858005665779114,spoof
PA_E_0000138,spoof,10.891438484191895,0.275,10.776427268981934,0.3,1.0,0.223,1.0,0.201,6.652073763847351,spoof
PA_E_0000139,bonafide,1.356156349182129,0.275,-0.5738174319267273,0.3,0.00011925454600714147,0.223,0.9880805015563965,0.201,0.3994285410236626,bonafide
PA_E_0000140,spoof,11.503636360168457,0.275,14.743247032165527,0.3,1.0,0.223,1.0,0.201,8.010474108695984,spoof
PA_E_0000141,spoof,12.390332221984863,0.275,17.86082649230957,0.3,1.0,0.223,1.0,0.201,9.18958930873871,spoof
PA_E_0000142,spoof,17.8262882232666,0.275,11.790650367736816,0.3,1.0,0.223,1.0,0.201,8.863424371719361,spoof
PA_E_0000143,spoof,12.436583518981934,0.275,17.873674392700195,0.3,1.0,0.223,1.0,0.201,9.206162785530092,spoof
PA_E_0000144,spoof,16.70108413696289,0.275,19.381614685058594,0.3,1.0,0.223,1.0,0.201,10.831282543182374,spoof
PA_E_0000145,spoof,13.115870475769043,0.275,16.054798126220703,0.3,1.0,0.223,1.0,0.201,8.847303818702699,spoof
PA_E_0000146,spoof,10.573935508728027,0.275,16.37879753112793,0.3,1.0,0.223,1.0,0.201,8.245471524238589,spoof
PA_E_0000147,spoof,11.419376373291016,0.275,13.275365829467773,0.3,1.0,0.223,1.0,0.201,7.5469382514953605,spoof
PA_E_0000148,bonafide,-6.9870686531066895,0.275,-4.718796253204346,0.3,0.8766493201255798,0.223,1.2371326363336266e-07,0.201,-3.1415899323112733,bonafide
PA_E_0000149,spoof,14.375496864318848,0.275,16.351551055908203,0.3,1.0,0.223,1.0,0.201,9.282726954460147,spoof
PA_E_0000150,spoof,13.288276672363281,0.275,24.982147216796875,0.3,0.9999995231628418,0.223,1.0,0.201,11.572920143604279,spoof
PA_E_0000151,bonafide,-7.145934581756592,0.275,-6.098513603210449,0.3,3.408987581110523e-08,0.223,6.769888614144293e-07,0.201,-3.7946859472693943,bonafide
PA_E_0000152,bonafide,-6.104538440704346,0.275,-6.371184825897217,0.3,0.0003874642716255039,0.223,1.8313598104668927e-07,0.201,-3.590017077619956,bonafide
PA_E_0000153,spoof,9.582061767578125,0.275,1.8931493759155273,0.3,0.9999959468841553,0.223,1.0,0.201,3.627010895013809,spoof
PA_E_0000154,spoof,6.000298023223877,0.275,10.455531120300293,0.3,0.999398946762085,0.223,0.9597656726837158,0.201,5.202520157814026,spoof
PA_E_0000155,spoof,13.206517219543457,0.275,14.80579948425293,0.3,1.0,0.223,1.0,0.201,8.49753208065033,spoof
PA_E_0000156,spoof,6.862208366394043,0.275,13.405529022216797,0.3,0.9984758496284485,0.223,1.0,0.201,6.332426121890544,spoof
PA_E_0000157,spoof,14.563125610351562,0.275,8.520054817199707,0.3,1.0,0.223,1.0,0.201,6.984875988006592,spoof
PA_E_0000158,spoof,10.654869079589844,0.275,13.051580429077148,0.3,1.0,0.223,1.0,0.201,7.269563125610351,spoof
PA_E_0000159,spoof,15.610241889953613,0.275,21.35769271850586,0.3,1.0,0.223,1.0,0.201,11.124124335289002,spoof
PA_E_0000160,spoof,13.159616470336914,0.275,15.762314796447754,0.3,1.0,0.223,1.0,0.201,8.771588968276978,spoof
PA_E_0000161,spoof,12.852848052978516,0.275,15.415822982788086,0.3,1.0,0.223,1.0,0.201,8.58328010940552,spoof
PA_E_0000162,spoof,11.49365234375,0.275,11.306848526000977,0.3,1.0,0.223,1.0,0.201,6.976808952331543,spoof
PA_E_0000163,spoof,15.30128002166748,0.275,19.472333908081055,0.3,1.0,0.223,1.0,0.201,10.473552178382874,spoof
PA_E_0000164,spoof,12.264320373535156,0.275,17.41534996032715,0.3,1.0,0.223,1.0,0.201,9.021293090820313,spoof
PA_E_0000165,spoof,15.037638664245605,0.275,15.882457733154297,0.3,1.0,0.223,1.0,0.201,9.324087952613832,spoof
PA_E_0000166,spoof,14.030644416809082,0.275,21.87751579284668,0.3,1.0,0.223,1.0,0.201,10.845681952476502,spoof
PA_E_0000167,spoof,7.386727333068848,0.275,7.197961330413818,0.3,0.9999996423721313,0.223,0.9999998807907104,0.201,4.614738312005996,spoof
PA_E_0000168,spoof,9.319865226745605,0.275,7.669680118560791,0.3,1.0,0.223,1.0,0.201,5.287866972923279,spoof
PA_E_0000169,spoof,13.969237327575684,0.275,15.594168663024902,0.3,1.0,0.223,1.0,0.201,8.943790863990785,spoof
PA_E_0000170,bonafide,-7.007931709289551,0.275,-6.547897815704346,0.3,3.9986073829823e-07,0.223,1.6507787137243213e-08,0.201,-3.89155047227892,bonafide
PA_E_0000171,spoof,13.407933235168457,0.275,10.476302146911621,0.3,1.0,0.223,1.0,0.201,7.2540722837448115,spoof
PA_E_0000172,spoof,11.274846076965332,0.275,17.987157821655273,0.3,1.0,0.223,1.0,0.201,8.92073001766205,spoof
PA_E_0000173,bonafide,-6.484573841094971,0.275,-6.261681079864502,0.3,5.79053889282477e-08,0.223,4.1076106072068796e-08,0.201,-3.6617621090912684,bonafide
PA_E_0000174,spoof,14.874129295349121,0.275,15.909049034118652,0.3,0.999904990196228,0.223,1.0,0.201,9.287079079270363,spoof
PA_E_0000175,spoof,7.748695373535156,0.275,7.158162593841553,0.3,0.9999432563781738,0.223,1.0,0.201,4.702327352046966,spoof
PA_E_0000176,spoof,14.524017333984375,0.275,20.334707260131836,0.3,1.0,0.223,1.0,0.201,10.518516944885254,spoof
PA_E_0000177,spoof,10.960538864135742,0.275,19.210561752319336,0.3,1.0,0.223,1.0,0.201,9.201316713333132,spoof
PA_E_0000178,spoof,14.8682222366333,0.275,19.20496940612793,0.3,1.0,0.223,1.0,0.201,10.274251936912538,spoof
PA_E_0000179,bonafide,-6.731695652008057,0.275,-5.393191814422607,0.3,1.988978759470683e-09,0.223,0.0008141878643073142,0.201,-3.4690101964247297,bonafide
PA_E_0000180,spoof,14.609346389770508,0.275,12.805715560913086,0.3,0.9999995231628418,0.223,1.0,0.201,8.283284819126129,spoof
PA_E_0000181,spoof,15.104500770568848,0.275,13.213409423828125,0.3,0.9999996423721313,0.223,1.0,0.201,8.541760459303857,spoof
PA_E_0000182,spoof,15.055435180664062,0.275,8.70431137084961,0.3,1.0,0.223,1.0,0.201,7.1755380859375,spoof
PA_E_0000183,spoof,13.481672286987305,0.275,20.457700729370117,0.3,1.0,0.223,1.0,0.201,10.268770097732546,spoof
PA_E_0000184,spoof,9.623985290527344,0.275,10.984877586364746,0.3,1.0,0.223,1.0,0.201,6.366059230804442,spoof
PA_E_0000185,spoof,22.60883140563965,0.275,27.125633239746094,0.3,1.0,0.223,1.0,0.201,14.779118608474734,spoof
PA_E_0000186,spoof,10.54694938659668,0.275,14.56313705444336,0.3,0.9999958276748657,0.223,0.9999963045120239,0.201,7.693350524425506,spoof
PA_E_0000187,spoof,15.01509952545166,0.275,21.5820255279541,0.3,1.0,0.223,1.0,0.201,11.027760027885439,spoof
PA_E_0000188,spoof,11.845843315124512,0.275,12.511180877685547,0.3,1.0,0.223,1.0,0.201,7.434961174964904,spoof
PA_E_0000189,spoof,14.182266235351562,0.275,21.86957359313965,0.3,1.0,0.223,1.0,0.201,10.884995292663577,spoof
PA_E_0000190,spoof,13.278154373168945,0.275,14.674690246582031,0.3,1.0,0.223,1.0,0.201,8.47789952659607,spoof
PA_E_0000191,spoof,14.342653274536133,0.275,19.115617752075195,0.3,1.0,0.223,1.0,0.201,10.102914976119996,spoof
PA_E_0000192,spoof,13.939966201782227,0.275,17.328847885131836,0.3,1.0,0.223,1.0,0.201,9.456145071029665,spoof
PA_E_0000193,spoof,7.895249843597412,0.275,8.950276374816895,0.3,1.0,0.223,1.0,0.201,5.280276619434357,spoof
PA_E_0000194,spoof,15.853425979614258,0.275,21.21112060546875,0.3,1.0,0.223,1.0,0.201,11.147028326034548,spoof
PA_E_0000195,spoof,16.096378326416016,0.275,21.804136276245117,0.3,1.0,0.223,1.0,0.201,11.391744922637942,spoof
PA_E_0000196,spoof,15.851304054260254,0.275,23.228391647338867,0.3,1.0,0.223,1.0,0.201,11.751626109123231,spoof
PA_E_0000197,spoof,13.30251407623291,0.275,16.861623764038086,0.3,1.0,0.223,1.0,0.201,9.140678500175477,spoof
PA_E_0000199,bonafide,-4.923098087310791,0.275,-4.708512783050537,0.3,8.188876243764298e-09,0.223,0.0008542173891328275,0.201,-2.7662341094042935,bonafide
PA_E_0000200,spoof,8.356924057006836,0.275,15.987939834594727,0.3,0.9999996423721313,0.223,1.0,0.201,7.518535986304283,spoof
