ID,classe_real,score_EfficientNet-B0_cqcc,peso_EfficientNet-B0_cqcc,score_EfficientNet-B0_cqt,peso_EfficientNet-B0_cqt,score_EfficientNet-B0_logmel,peso_EfficientNet-B0_logmel,score_ResNet-18v2_stft,peso_ResNet-18v2_stft,score_final,decisao_final
PA_E_0000067,spoof,0.3742472529411316,0.234,13.595049858093262,0.268,12.327815055847168,0.287,1.0,0.211,7.480130140185357,spoof
PA_E_0000068,spoof,14.291136741638184,0.234,8.476146697998047,0.268,11.33917236328125,0.287,1.0,0.211,9.081075780868531,spoof
PA_E_0000069,spoof,12.490166664123535,0.234,8.593025207519531,0.268,11.028883934020996,0.287,1.0,0.211,8.601919444084167,spoof
PA_E_0000070,spoof,12.195440292358398,0.234,11.814558029174805,0.268,9.002511978149414,0.287,0.9999816417694092,0.211,8.81475164437294,spoof
PA_E_0000071,spoof,13.571885108947754,0.234,11.226033210754395,0.268,11.711357116699219,0.287,1.0,0.211,9.756557508468628,spoof
PA_E_0000072,spoof,12.0690279006958,0.234,9.407727241516113,0.268,11.008086204528809,0.287,1.0,0.211,8.715744170188904,spoof
PA_E_0000073,spoof,14.986610412597656,0.234,11.886295318603516,0.268,9.343745231628418,0.287,1.0,0.211,9.58504886341095,spoof
PA_E_0000074,bonafide,-5.4764299392700195,0.234,-8.04055118560791,0.268,-7.168181896209717,0.287,1.3759709815985843e-07,0.211,-5.493620498711305,bonafide
PA_E_0000075,spoof,10.039791107177734,0.234,12.576111793518066,0.268,11.412349700927734,0.287,1.0,0.211,9.206053443908692,spoof
PA_E_0000076,spoof,10.9719820022583,0.234,11.144697189331055,0.268,15.590898513793945,0.287,1.0,0.211,10.239810508728029,spoof
PA_E_0000077,spoof,8.418458938598633,0.234,8.770362854003906,0.268,10.046043395996094,0.287,1.0,0.211,7.414591091156007,spoof
PA_E_0000078,spoof,16.612672805786133,0.234,7.935389041900635,0.268,13.775257110595703,0.287,1.0,0.211,10.178548490524292,spoof
PA_E_0000079,spoof,11.750788688659668,0.234,8.30683422088623,0.268,8.06791877746582,0.287,0.9993857145309448,0.211,7.502279199242592,spoof
PA_E_0000080,spoof,11.599485397338867,0.234,10.675889015197754,0.268,11.27236270904541,0.287,1.0,0.211,9.021585936546327,spoof
PA_E_0000081,spoof,8.122139930725098,0.234,9.592822074890137,0.268,14.162686347961426,0.287,1.0,0.211,8.74714804172516,spoof
PA_E_0000082,spoof,4.427721977233887,0.234,12.590418815612793,0.268,13.095661163330078,0.287,1.0,0.211,8.379773939132692,spoof
PA_E_0000083,spoof,16.524120330810547,0.234,10.074199676513672,0.268,12.127001762390137,0.287,1.0,0.211,10.257979176521301,spoof
PA_E_0000084,spoof,11.688395500183105,0.234,13.217552185058594,0.268,10.479767799377441,0.287,1.0,0.211,9.496081891059875,spoof
PA_E_0000085,spoof,12.088078498840332,0.234,10.244871139526367,0.268,16.925363540649414,0.287,1.0,0.211,10.642815170288086,spoof
PA_E_0000086,spoof,16.235456466674805,0.234,10.128890991210938,0.268,14.362512588500977,0.287,1.0,0.211,10.846680711746215,spoof
PA_E_0000087,bonafide,-5.231698989868164,0.234,-8.18891716003418,0.268,-6.951779365539551,0.287,9.72748104288712e-09,0.211,-5.414008038375663,bonafide
PA_E_0000088,bonafide,-5.312159061431885,0.234,-8.610694885253906,0.268,-7.472919940948486,0.287,3.87368892518225e-09,0.211,-5.695439471857975,bonafide
PA_E_0000090,spoof,13.891509056091309,0.234,19.418306350708008,0.268,12.624321937561035,0.287,1.0,0.211,12.28889961719513,spoof
PA_E_0000091,spoof,10.294901847839355,0.234,8.094232559204102,0.268,12.539517402648926,0.287,1.0,0.211,8.388102852821351,spoof
PA_E_0000092,spoof,10.534828186035156,0.234,8.42691707611084,0.268,12.48753547668457,0.287,1.0,0.211,8.518486253738404,spoof
PA_E_0000093,bonafide,-6.7236247062683105,0.234,-8.709626197814941,0.268,-4.198250770568848,0.287,0.0047565340064466,0.211,-5.111402344759088,bonafide
PA_E_0000094,spoof,10.084656715393066,0.234,16.250850677490234,0.268,10.640145301818848,0.287,1.0,0.211,9.979759354591371,spoof
PA_E_0000095,spoof,4.676222801208496,0.234,13.17013168334961,0.268,9.33787727355957,0.287,1.0,0.211,7.5148022041320806,spoof
PA_E_0000096,spoof,13.161133766174316,0.234,12.469101905822754,0.268,14.485596656799316,0.287,1.0,0.211,10.789790852546693,spoof
PA_E_0000097,bonafide,-6.227235794067383,0.234,-8.33415412902832,0.268,-7.151320457458496,0.287,1.7268306692130864e-05,0.211,-5.743151810069234,bonafide
PA_E_0000098,bonafide,-6.790192127227783,0.234,-7.762513160705566,0.268,-6.460497856140137,0.287,6.144452413536783e-07,0.211,-5.523421239904667,bonafide
PA_E_0000099,bonafide,-3.9645321369171143,0.234,-4.758797645568848,0.268,-5.074079990386963,0.287,0.0002779485657811165,0.211,-3.659260599144735,bonafide
PA_E_0000100,spoof,11.289911270141602,0.234,13.925000190734863,0.268,14.295791625976562,0.287,1.0,0.211,10.687631484985351,spoof
PA_E_0000101,spoof,11.993351936340332,0.234,6.8227996826171875,0.268,10.041778564453125,0.287,1.0,0.211,7.727945116043091,spoof
PA_E_0000102,bonafide,-6.661080837249756,0.234,-8.88321590423584,0.268,-7.0875725746154785,0.287,1.1598157811931742e-07,0.211,-5.973528082694177,bonafide
PA_E_0000103,spoof,9.571792602539062,0.234,12.07449722290039,0.268,15.834590911865234,0.287,1.0,0.211,10.231292316436768,spoof
PA_E_0000104,spoof,9.4693603515625,0.234,10.036458969116211,0.268,10.959858894348145,0.287,1.0,0.211,8.262080828666688,spoof
PA_E_0000105,bonafide,-4.458616733551025,0.234,-5.379745960235596,0.268,-6.731775760650635,0.287,1.4785580788156949e-05,0.211,-4.4171047565432655,bonafide
PA_E_0000106,spoof,5.750861644744873,0.234,9.235142707824707,0.268,13.455355644226074,0.287,1.0,0.211,7.893406940460205,spoof
PA_E_0000107,spoof,17.07375144958496,0.234,8.095243453979492,0.268,11.458126068115234,0.287,0.9999994039535522,0.211,9.664265140652656,spoof
PA_E_0000108,spoof,11.505577087402344,0.234,9.470250129699707,0.268,12.422652244567871,0.287,1.0,0.211,9.00663326740265,spoof
PA_E_0000109,spoof,12.11530590057373,0.234,10.201057434082031,0.268,10.992372512817383,0.287,1.0,0.211,8.934675884246825,spoof
PA_E_0000110,spoof,-0.9289876222610474,0.234,0.5125920176506042,0.268,4.1670002937316895,0.287,0.9761549234390259,0.211,1.3218893302679062,spoof
PA_E_0000111,spoof,13.61496353149414,0.234,13.774176597595215,0.268,10.370840072631836,0.287,1.0,0.211,10.064811895370484,spoof
PA_E_0000112,spoof,8.058588027954102,0.234,7.346573352813721,0.268,10.713939666748047,0.287,1.0,0.211,7.1404919414520265,spoof
PA_E_0000113,spoof,11.566646575927734,0.234,10.5101318359375,0.268,15.60110092163086,0.287,1.0,0.211,10.211826595306396,spoof
PA_E_0000114,spoof,9.319011688232422,0.234,5.667386054992676,0.268,8.712089538574219,0.287,1.0,0.211,6.410877895355226,spoof
PA_E_0000115,spoof,-1.6154389381408691,0.234,10.658605575561523,0.268,-1.7129559516906738,0.287,1.0,0.211,2.1978752245903017,spoof
PA_E_0000116,spoof,16.18811798095703,0.234,13.48420238494873,0.268,16.163162231445312,0.287,1.0,0.211,12.251613407135011,spoof
PA_E_0000117,spoof,14.444868087768555,0.234,11.61292839050293,0.268,14.046859741210938,0.287,1.0,0.211,10.734812686920167,spoof
PA_E_0000118,spoof,16.037471771240234,0.234,10.48504638671875,0.268,16.228120803833008,0.287,1.0,0.211,11.431231496810915,spoof
PA_E_0000119,bonafide,-6.943968772888184,0.234,-8.744572639465332,0.268,-6.763209342956543,0.287,5.0997117639894896e-09,0.211,-5.909475240585033,bonafide
PA_E_0000120,spoof,5.183130741119385,0.234,8.528655052185059,0.268,12.959701538085938,0.287,1.0,0.211,7.428966488838196,spoof
PA_E_0000121,spoof,12.885374069213867,0.234,8.882132530212402,0.268,4.216801643371582,0.287,1.0,0.211,6.816811121940614,spoof
PA_E_0000122,spoof,18.836889266967773,0.234,14.081311225891113,0.268,15.82406997680664,0.287,1.0,0.211,12.934131580352785,spoof
PA_E_0000123,spoof,11.546262741088867,0.234,11.123154640197754,0.268,11.611211776733398,0.287,1.0,0.211,9.226248704910278,spoof
PA_E_0000124,spoof,10.594722747802734,0.234,10.155932426452637,0.268,14.792500495910645,0.287,1.0,0.211,9.657402655601501,spoof
PA_E_0000125,spoof,16.236812591552734,0.234,13.714801788330078,0.268,9.53783893585205,0.287,1.0,0.211,10.42334080028534,spoof
PA_E_0000126,spoof,10.208561897277832,0.234,9.01958179473877,0.268,12.326987266540527,0.287,1.0,0.211,8.554896750450135,spoof
PA_E_0000127,spoof,3.3713161945343018,0.234,11.641571044921875,0.268,12.332239151000977,0.287,1.0,0.211,7.6591816658973695,spoof
PA_E_0000128,spoof,7.491960048675537,0.234,8.88377857208252,0.268,11.496347427368164,0.287,1.0,0.211,7.644423020362854,spoof
PA_E_0000129,spoof,18.321020126342773,0.234,14.743362426757812,0.268,13.42615032196045,0.287,1.0,0.211,12.302644982337952,spoof
PA_E_0000130,bonafide,-7.288668632507324,0.234,-8.702651023864746,0.268,-6.936738967895508,0.287,3.114480762178573e-07,0.211,-6.0287029524729325,bonafide
PA_E_0000131,spoof,2.5016283988952637,0.234,9.027618408203125,0.268,1.4293792247772217,0.287,1.0,0.211,3.626014616250992,spoof
PA_E_0000132,spoof,12.20408821105957,0.234,13.358298301696777,0.268,18.084564208984375,0.287,1.0,0.211,11.837050514221191,spoof
PA_E_0000133,spoof,8.457343101501465,0.234,10.125728607177734,0.268,4.520425319671631,0.287,0.9999997615814209,0.211,6.201075568914413,spoof
PA_E_0000134,spoof,10.39702033996582,0.234,10.44261360168457,0.268,15.556986808776855,0.287,1.0,0.211,9.907378418922425,spoof
PA_E_0000135,spoof,11.119349479675293,0.234,12.672269821166992,0.268,12.871198654174805,0.287,1.0,0.211,9.903130104064942,spoof
PA_E_0000136,spoof,10.673376083374023,0.234,10.576086044311523,0.268,6.080301284790039,0.287,1.0,0.211,7.288007532119752,spoof
PA_E_0000137,spoof,16.11225700378418,0.234,14.273237228393555,0.268,12.374186515808105,0.287,1.0,0.211,11.357887246131897,spoof
PA_E_0000138,spoof,11.65174674987793,0.234,15.585721015930176,0.268,10.891438484191895,0.287,1.0,0.211,10.240324816703795,spoof
PA_E_0000139,bonafide,-1.0720181465148926,0.234,-4.223929405212402,0.268,1.356156349182129,0.287,0.9880805015563965,0.211,-0.7851634688377382,bonafide
PA_E_0000140,spoof,11.694376945495605,0.234,9.656120300292969,0.268,11.503636360168457,0.287,1.0,0.211,8.836868081092835,spoof
PA_E_0000141,spoof,15.20272159576416,0.234,12.472151756286621,0.268,12.390332221984863,0.287,1.0,0.211,10.666998871803283,spoof
PA_E_0000142,spoof,11.810790061950684,0.234,13.400505065917969,0.268,17.8262882232666,0.287,1.0,0.211,11.68220495223999,spoof
PA_E_0000143,spoof,14.58983325958252,0.234,8.41286563873291,0.268,12.436583518981934,0.287,1.0,0.211,9.448968443870545,spoof
PA_E_0000144,spoof,11.280207633972168,0.234,13.004681587219238,0.268,16.70108413696289,0.287,1.0,0.211,11.129034399032593,spoof
PA_E_0000145,spoof,12.540182113647461,0.234,12.71138858795166,0.268,13.115870475769043,0.287,1.0,0.211,10.316309582710266,spoof
PA_E_0000146,spoof,14.963969230651855,0.234,10.308996200561523,0.268,10.573935508728027,0.287,1.0,0.211,9.510099272727967,spoof
PA_E_0000147,spoof,13.390891075134277,0.234,9.48593807220459,0.268,11.419376373291016,0.287,1.0,0.211,9.164060934066772,spoof
PA_E_0000148,bonafide,2.477682113647461,0.234,-1.8696264028549194,0.268,-6.9870686531066895,0.287,1.2371326363336266e-07,0.211,-1.9265709387097336,bonafide
PA_E_0000149,spoof,10.644403457641602,0.234,11.098207473754883,0.268,14.375496864318848,0.287,1.0,0.211,9.801877612113953,spoof
PA_E_0000150,spoof,11.721357345581055,0.234,16.881546020507812,0.268,13.288276672363281,0.287,1.0,0.211,11.291787357330323,spoof
PA_E_0000151,bonafide,-7.653132438659668,0.234,-8.299933433532715,0.268,-7.145934581756592,0.287,6.769888614144293e-07,0.211,-6.066098232952623,bonafide
PA_E_0000152,bonafide,-4.70133113861084,0.234,-6.860925197601318,0.268,-6.104538440704346,0.287,1.8313598104668927e-07,0.211,-4.690841933232545,bonafide
PA_E_0000153,spoof,8.847832679748535,0.234,7.609103679656982,0.268,9.582061767578125,0.287,1.0,0.211,7.070684360504151,spoof
PA_E_0000154,spoof,7.066258907318115,0.234,10.15162467956543,0.268,6.000298023223877,0.287,0.9597656726837158,0.211,6.298736088037491,spoof
PA_E_0000155,spoof,11.128274917602539,0.234,10.666229248046875,0.268,13.206517219543457,0.287,1.0,0.211,9.463836211204528,spoof
PA_E_0000156,spoof,9.89096450805664,0.234,10.176880836486816,0.268,6.862208366394043,0.287,1.0,0.211,7.222343560218812,spoof
PA_E_0000157,spoof,13.88730239868164,0.234,8.116830825805664,0.268,14.563125610351562,0.287,1.0,0.211,9.81555647277832,spoof
PA_E_0000158,spoof,13.528203010559082,0.234,8.340036392211914,0.268,10.654869079589844,0.287,1.0,0.211,8.669676683425903,spoof
PA_E_0000159,spoof,10.371994018554688,0.234,8.312660217285156,0.268,15.610241889953613,0.287,1.0,0.211,9.345978960990907,spoof
PA_E_0000160,spoof,11.895648002624512,0.234,8.55361557006836,0.268,13.159616470336914,0.287,1.0,0.211,9.06376053237915,spoof
PA_E_0000161,spoof,19.080751419067383,0.234,13.763894081115723,0.268,12.852848052978516,0.287,1.0,0.211,12.053386837005617,spoof
PA_E_0000162,spoof,12.875931739807129,0.234,6.873900890350342,0.268,11.49365234375,0.287,1.0,0.211,8.364851688385011,spoof
PA_E_0000163,spoof,15.59459114074707,0.234,14.060648918151855,0.268,15.30128002166748,0.287,1.0,0.211,12.019855603218078,spoof
PA_E_0000164,spoof,13.32873249053955,0.234,9.377206802368164,0.268,12.264320373535156,0.287,1.0,0.211,9.362874773025512,spoof
PA_E_0000165,spoof,12.312995910644531,0.234,13.912691116333008,0.268,15.037638664245605,0.287,1.0,0.211,11.136644558906555,spoof
PA_E_0000166,spoof,11.898368835449219,0.234,6.4806227684021,0.268,14.030644416809082,0.287,1.0,0.211,8.758820157051087,spoof
PA_E_0000167,spoof,10.20500373840332,0.234,5.893401622772217,0.268,7.386727333068848,0.287,0.9999998807907104,0.211,6.298393229126931,spoof
PA_E_0000168,spoof,13.479848861694336,0.234,9.24492073059082,0.268,9.319865226745605,0.287,1.0,0.211,8.517724709510803,spoof
PA_E_0000169,spoof,10.667332649230957,0.234,12.438834190368652,0.268,13.969237327575684,0.287,1.0,0.211,10.049934515953064,spoof
PA_E_0000170,bonafide,-5.6832356452941895,0.234,-7.879633903503418,0.268,-7.007931709289551,0.287,1.6507787137243213e-08,0.211,-5.452895424220715,bonafide
PA_E_0000171,spoof,15.674797058105469,0.234,8.398917198181152,0.268,13.407933235168457,0.287,1.0,0.211,9.977889159202576,spoof
PA_E_0000172,spoof,10.864877700805664,0.234,10.946907043457031,0.268,11.274846076965332,0.287,1.0,0.211,8.92303329372406,spoof
PA_E_0000173,bonafide,-6.986120700836182,0.234,-7.73103666305542,0.268,-6.484573841094971,0.287,4.1076106072068796e-08,0.211,-5.567742753421718,bonafide
PA_E_0000174,spoof,10.992239952087402,0.234,9.60661506652832,0.268,14.874129295349121,0.287,1.0,0.211,9.62663209438324,spoof
PA_E_0000175,spoof,7.300312042236328,0.234,11.890275001525879,0.268,7.748695373535156,0.287,1.0,0.211,7.329742290496826,spoof
PA_E_0000176,spoof,13.455458641052246,0.234,11.359421730041504,0.268,14.524017333984375,0.287,1.0,0.211,10.572295320510863,spoof
PA_E_0000177,spoof,19.530269622802734,0.234,11.224457740783691,0.268,10.960538864135742,0.287,1.0,0.211,10.934912420272827,spoof
PA_E_0000178,spoof,11.286747932434082,0.234,12.860846519470215,0.268,14.8682222366333,0.287,1.0,0.211,10.565985665321351,spoof
PA_E_0000179,bonafide,-6.8173418045043945,0.234,-9.09339427947998,0.268,-6.731695652008057,0.287,0.0008141878643073142,0.211,-5.964112507641606,bonafide
PA_E_0000180,spoof,4.211064338684082,0.234,12.317255973815918,0.268,14.609346389770508,0.287,1.0,0.211,8.690296070098878,spoof
PA_E_0000181,spoof,9.075837135314941,0.234,11.563632011413574,0.268,15.104500770568848,0.287,1.0,0.211,9.768790989875795,spoof
PA_E_0000182,spoof,12.332342147827148,0.234,15.125479698181152,0.268,15.055435180664062,0.287,1.0,0.211,11.471306518554687,spoof
PA_E_0000183,spoof,18.2320556640625,0.234,15.359402656555176,0.268,13.481672286987305,0.287,1.0,0.211,12.462860883712768,spoof
PA_E_0000184,spoof,8.324056625366211,0.234,8.572610855102539,0.268,9.623985290527344,0.287,1.0,0.211,7.218372737884522,spoof
PA_E_0000185,spoof,14.587642669677734,0.234,12.902920722961426,0.268,22.60883140563965,0.287,1.0,0.211,13.571225751876831,spoof
PA_E_0000186,spoof,-0.36765530705451965,0.234,4.376371383666992,0.268,10.54694938659668,0.287,0.9999963045120239,0.211,4.324809883177281,spoof
PA_E_0000187,spoof,15.026716232299805,0.234,13.252569198608398,0.268,15.01509952545166,0.287,1.0,0.211,11.588273707389833,spoof
PA_E_0000188,spoof,14.823136329650879,0.234,8.880755424499512,0.268,11.845843315124512,0.287,1.0,0.211,9.459413386344911,spoof
PA_E_0000189,spoof,11.958617210388184,0.234,8.090608596801758,0.268,14.182266235351562,0.287,1.0,0.211,9.247909940719603,spoof
PA_E_0000190,spoof,11.240683555603027,0.234,8.752930641174316,0.268,13.278154373168945,0.287,1.0,0.211,8.997935668945312,spoof
PA_E_0000191,spoof,14.259668350219727,0.234,13.14267635345459,0.268,14.342653274536133,0.287,1.0,0.211,11.186341146469116,spoof
PA_E_0000192,spoof,11.999856948852539,0.234,11.181580543518066,0.268,13.939966201782227,0.287,1.0,0.211,10.016400411605835,spoof
