ID,classe_real,score_EfficientNet-B0_cqcc,peso_EfficientNet-B0_cqcc,score_EfficientNet-B0_logmel,peso_EfficientNet-B0_logmel,score_EfficientNet-B0_stft,peso_EfficientNet-B0_stft,score_ResNet-18v2_cqt,peso_ResNet-18v2_cqt,score_final,decisao_final
PA_E_0000020,bonafide,-5.851284503936768,0.17,-7.02236795425415,0.461,-6.853517532348633,0.191,1.877726596433149e-08,0.178,-5.54105183791665,bonafide
PA_E_0000021,bonafide,2.6048531532287598,0.17,-6.788269996643066,0.461,-6.593834400177002,0.191,2.07874628621596e-09,0.178,-3.945989802467355,bonafide
PA_E_0000022,spoof,13.79491138458252,0.17,14.039885520935059,0.461,11.95358943939209,0.191,1.0,0.178,11.27865774345398,spoof
PA_E_0000023,spoof,14.858192443847656,0.17,11.704758644104004,0.461,9.724448204040527,0.191,0.996679425239563,0.178,9.95656499505043,spoof
PA_E_0000024,spoof,7.277575969696045,0.17,13.619635581970215,0.461,18.040103912353516,0.191,1.0,0.178,11.13949976539612,spoof
PA_E_0000025,spoof,9.934454917907715,0.17,5.1596150398254395,0.461,3.807033061981201,0.191,1.0,0.178,4.972583184242249,spoof
PA_E_0000026,spoof,19.66802406311035,0.17,13.843036651611328,0.461,26.355087280273438,0.191,1.0,0.178,14.93702565765381,spoof
PA_E_0000027,spoof,11.070381164550781,0.17,1.5432090759277344,0.461,9.568036079406738,0.191,1.0,0.178,4.598879073143006,spoof
PA_E_0000028,bonafide,-5.030258655548096,0.17,-6.8394083976745605,0.461,-5.758791923522949,0.191,0.003598786424845457,0.178,-5.10739991618041,bonafide
PA_E_0000029,bonafide,-6.265865325927734,0.17,-6.5419135093688965,0.461,-7.0223469734191895,0.191,6.502137921415851e-07,0.178,-5.422287389411786,bonafide
PA_E_0000030,spoof,10.068169593811035,0.17,8.481119155883789,0.461,13.080392837524414,0.191,0.9999966621398926,0.178,8.297739199638366,spoof
PA_E_0000031,spoof,11.081131935119629,0.17,12.586579322814941,0.461,12.230658531188965,0.191,1.0,0.178,10.200261276245119,spoof
PA_E_0000032,bonafide,4.364294052124023,0.17,4.086263656616211,0.461,8.811067581176758,0.191,0.005270485300570726,0.178,4.3095495889494195,spoof
PA_E_0000033,spoof,13.360403060913086,0.17,13.687533378601074,0.461,9.640006065368652,0.191,1.0,0.178,10.600462566375734,spoof
PA_E_0000034,spoof,9.77116584777832,0.17,2.7170374393463135,0.461,14.106487274169922,0.191,1.0,0.178,5.785991523027421,spoof
PA_E_0000035,spoof,20.30422592163086,0.17,20.277441024780273,0.461,20.744060516357422,0.191,1.0,0.178,16.93973427772522,spoof
PA_E_0000036,spoof,18.46018409729004,0.17,5.428605079650879,0.461,9.618141174316406,0.191,0.9999990463256836,0.178,7.655883032798767,spoof
PA_E_0000037,spoof,12.084089279174805,0.17,12.808948516845703,0.461,17.71547508239746,0.191,1.0,0.178,11.520876184463502,spoof
PA_E_0000038,spoof,11.182583808898926,0.17,13.533173561096191,0.461,13.718509674072266,0.191,1.0,0.178,10.938067606925966,spoof
PA_E_0000039,spoof,12.945802688598633,0.17,18.01818084716797,0.461,18.00788688659668,0.191,1.0,0.178,14.124674222946169,spoof
PA_E_0000040,spoof,13.098484992980957,0.17,8.378225326538086,0.461,15.730950355529785,0.191,1.0,0.178,9.27171584224701,spoof
PA_E_0000041,spoof,12.625045776367188,0.17,9.016505241394043,0.461,12.199342727661133,0.191,1.0,0.178,8.810941159248353,spoof
PA_E_0000042,spoof,15.625598907470703,0.17,12.830843925476074,0.461,23.85031509399414,0.191,0.9999997615814209,0.178,13.304781004428865,spoof
PA_E_0000043,spoof,12.378920555114746,0.17,13.17794418334961,0.461,21.156164169311523,0.191,1.0,0.178,12.398276119232179,spoof
PA_E_0000044,spoof,-4.217196941375732,0.17,7.703314781188965,0.461,8.768973350524902,0.191,0.9193565249443054,0.178,4.672824005484581,spoof
PA_E_0000045,spoof,10.815125465393066,0.17,13.443158149719238,0.461,19.381628036499023,0.191,1.0,0.178,11.915758191108704,spoof
PA_E_0000046,spoof,11.533271789550781,0.17,11.904281616210938,0.461,9.378050804138184,0.191,1.0,0.178,9.417737732887268,spoof
PA_E_0000047,spoof,15.024870872497559,0.17,14.852338790893555,0.461,20.51372528076172,0.191,1.0,0.178,13.497277759552002,spoof
PA_E_0000048,spoof,8.973560333251953,0.17,15.299928665161133,0.461,15.116620063781738,0.191,1.0,0.178,11.644046803474428,spoof
PA_E_0000049,spoof,12.320951461791992,0.17,15.45449161529541,0.461,19.339536666870117,0.191,1.0,0.178,13.090933886528017,spoof
PA_E_0000050,spoof,2.670102596282959,0.17,0.6816480755805969,0.461,1.4303438663482666,0.191,0.7838292717933655,0.178,1.1808744930624961,bonafide
PA_E_0000051,spoof,11.398154258728027,0.17,5.79924201965332,0.461,7.052027702331543,0.191,0.9968752861022949,0.178,6.135517887115479,spoof
PA_E_0000052,spoof,12.720376968383789,0.17,12.16869068145752,0.461,15.467015266418457,0.191,1.0,0.178,10.904430404663088,spoof
PA_E_0000053,spoof,12.915731430053711,0.17,14.40314769744873,0.461,19.248624801635742,0.191,1.0,0.178,12.690012768745424,spoof
PA_E_0000054,spoof,18.768871307373047,0.17,14.914588928222656,0.461,14.656691551208496,0.191,1.0,0.178,13.043761704444886,spoof
PA_E_0000055,bonafide,-7.9084672927856445,0.17,-6.807556629180908,0.461,-6.92598295211792,0.191,4.796762813341626e-12,0.178,-5.805585789679627,bonafide
PA_E_0000056,bonafide,-6.695580959320068,0.17,-6.697828769683838,0.461,-5.574412822723389,0.191,8.282741873699706e-06,0.178,-5.290659200720775,bonafide
PA_E_0000057,spoof,1.052217721939087,0.17,8.032516479492188,0.461,8.460603713989258,0.191,0.9995720982551575,0.178,5.67576625263691,spoof
PA_E_0000058,spoof,11.76341438293457,0.17,13.360955238342285,0.461,16.520252227783203,0.191,1.0,0.178,11.492548985481264,spoof
PA_E_0000059,spoof,14.337732315063477,0.17,13.042611122131348,0.461,17.401344299316406,0.191,1.0,0.178,11.951714982032776,spoof
PA_E_0000060,spoof,18.60602569580078,0.17,17.65692710876465,0.461,25.479637145996094,0.191,1.0,0.178,16.34747846031189,spoof
PA_E_0000061,bonafide,-3.1770970821380615,0.17,-4.990716934204102,0.461,-2.8902227878570557,0.191,0.11671309918165207,0.178,-3.372084631457925,bonafide
PA_E_0000062,bonafide,-7.460905075073242,0.17,-5.116808891296387,0.461,-4.225623607635498,0.191,0.005265438463538885,0.178,-4.433359622661956,bonafide
PA_E_0000063,spoof,11.596634864807129,0.17,13.829021453857422,0.461,20.217763900756836,0.191,1.0,0.178,12.38619972229004,spoof
PA_E_0000064,spoof,13.38424301147461,0.17,13.813191413879395,0.461,16.18998908996582,0.191,1.0,0.178,11.913490469932556,spoof
PA_E_0000065,spoof,14.173442840576172,0.17,15.700948715209961,0.461,17.395122528076172,0.191,1.0,0.178,13.148091043472293,spoof
PA_E_0000066,spoof,12.358024597167969,0.17,13.826586723327637,0.461,13.840563774108887,0.191,1.0,0.178,11.296468341827392,spoof
PA_E_0000067,spoof,0.3742472529411316,0.17,12.327815055847168,0.461,13.851397514343262,0.191,0.9999940395355225,0.178,8.570360638022423,spoof
PA_E_0000068,spoof,14.291136741638184,0.17,11.33917236328125,0.461,16.161884307861328,0.191,1.0,0.178,10.921771608352662,spoof
PA_E_0000069,spoof,12.490166664123535,0.17,11.028883934020996,0.461,13.614165306091309,0.191,1.0,0.178,9.985949399948122,spoof
PA_E_0000070,spoof,12.195440292358398,0.17,9.002511978149414,0.461,12.429280281066895,0.191,0.9999997615814209,0.178,8.775375362873078,spoof
PA_E_0000071,spoof,13.571885108947754,0.17,11.711357116699219,0.461,19.13992691040039,0.191,1.0,0.178,11.539882139205934,spoof
PA_E_0000072,spoof,12.0690279006958,0.17,11.008086204528809,0.461,13.728057861328125,0.191,1.0,0.178,9.92652153491974,spoof
PA_E_0000073,spoof,14.986610412597656,0.17,9.343745231628418,0.461,15.035771369934082,0.191,1.0,0.178,9.905022653579714,spoof
PA_E_0000074,bonafide,-5.4764299392700195,0.17,-7.168181896209717,0.461,-5.634096145629883,0.191,1.1963390988967149e-07,0.178,-5.311637286349055,bonafide
PA_E_0000075,spoof,10.039791107177734,0.17,11.412349700927734,0.461,18.32404899597168,0.191,1.0,0.178,10.645751058578492,spoof
PA_E_0000076,spoof,10.9719820022583,0.17,15.590898513793945,0.461,20.389938354492188,0.191,1.0,0.178,13.12511938095093,spoof
PA_E_0000077,spoof,8.418458938598633,0.17,10.046043395996094,0.461,16.64588165283203,0.191,1.0,0.178,9.419727420806886,spoof
PA_E_0000078,spoof,16.612672805786133,0.17,13.775257110595703,0.461,12.85867977142334,0.191,1.0,0.178,11.80855574131012,spoof
PA_E_0000079,spoof,11.750788688659668,0.17,8.06791877746582,0.461,8.273880004882812,0.191,0.9999995231628418,0.178,7.4752556295394905,spoof
PA_E_0000080,spoof,11.599485397338867,0.17,11.27236270904541,0.461,14.69648551940918,0.191,1.0,0.178,10.153500460624695,spoof
PA_E_0000081,spoof,8.122139930725098,0.17,14.162686347961426,0.461,17.14106559753418,0.191,1.0,0.178,11.361705723762514,spoof
PA_E_0000082,spoof,4.427721977233887,0.17,13.095661163330078,0.461,7.649572849273682,0.191,0.999995231628418,0.178,8.42888009786606,spoof
PA_E_0000083,spoof,16.524120330810547,0.17,12.127001762390137,0.461,13.812931060791016,0.191,1.0,0.178,11.21591810131073,spoof
PA_E_0000084,spoof,11.688395500183105,0.17,10.479767799377441,0.461,13.512543678283691,0.191,1.0,0.178,9.577096033096314,spoof
PA_E_0000085,spoof,12.088078498840332,0.17,16.925363540649414,0.461,18.1367244720459,0.191,1.0,0.178,13.499680311203004,spoof
PA_E_0000086,spoof,16.235456466674805,0.17,14.362512588500977,0.461,14.383783340454102,0.191,1.0,0.178,12.306448520660402,spoof
PA_E_0000087,bonafide,-5.231698989868164,0.17,-6.951779365539551,0.461,-6.970665454864502,0.191,2.42352115265021e-07,0.178,-5.425556174531764,bonafide
PA_E_0000088,bonafide,-5.312159061431885,0.17,-7.472919940948486,0.461,-6.787508487701416,0.191,2.8837477657361887e-05,0.178,-5.64449212130062,bonafide
PA_E_0000090,spoof,13.891509056091309,0.17,12.624321937561035,0.461,14.633492469787598,0.191,1.0,0.178,11.154366014480592,spoof
PA_E_0000091,spoof,10.294901847839355,0.17,12.539517402648926,0.461,22.29178810119629,0.191,1.0,0.178,11.966582364082338,spoof
PA_E_0000092,spoof,10.534828186035156,0.17,12.48753547668457,0.461,16.56355857849121,0.191,1.0,0.178,10.889314334869386,spoof
PA_E_0000093,bonafide,-6.7236247062683105,0.17,-4.198250770568848,0.461,-5.323049545288086,0.191,2.557571860961616e-07,0.178,-4.095112222923096,bonafide
PA_E_0000094,spoof,10.084656715393066,0.17,10.640145301818848,0.461,16.351713180541992,0.191,1.0,0.178,9.920675843238833,spoof
PA_E_0000095,spoof,4.676222801208496,0.17,9.33787727355957,0.461,8.929286003112793,0.191,0.9999969005584717,0.178,6.983212374210359,spoof
PA_E_0000096,spoof,13.161133766174316,0.17,14.485596656799316,0.461,14.66452407836914,0.191,1.0,0.178,11.894176898002625,spoof
PA_E_0000097,bonafide,-6.227235794067383,0.17,-7.151320457458496,0.461,-5.085168361663818,0.191,8.49334913510802e-09,0.178,-5.326655971445795,bonafide
PA_E_0000098,bonafide,-6.790192127227783,0.17,-6.460497856140137,0.461,-6.161511421203613,0.191,0.00014844644465483725,0.178,-5.309444431292068,bonafide
PA_E_0000099,bonafide,-3.9645321369171143,0.17,-5.074079990386963,0.461,-6.333007335662842,0.191,0.03987357020378113,0.178,-4.215628244459628,bonafide
PA_E_0000100,spoof,11.289911270141602,0.17,14.295791625976562,0.461,8.357666015625,0.191,1.0,0.178,10.283959064483643,spoof
PA_E_0000101,spoof,11.993351936340332,0.17,10.041778564453125,0.461,6.937836647033691,0.191,0.9999994039535522,0.178,8.171256440877915,spoof
PA_E_0000102,bonafide,-6.661080837249756,0.17,-7.0875725746154785,0.461,-6.9111199378967285,0.191,1.950532322325671e-07,0.178,-5.719778572648995,bonafide
PA_E_0000103,spoof,9.571792602539062,0.17,15.834590911865234,0.461,14.759636878967285,0.191,1.0,0.178,11.924041796684268,spoof
PA_E_0000104,spoof,9.4693603515625,0.17,10.959858894348145,0.461,16.62873649597168,0.191,1.0,0.178,10.016374880790712,spoof
PA_E_0000105,bonafide,-4.458616733551025,0.17,-6.731775760650635,0.461,-5.88638162612915,0.191,0.09042973071336746,0.178,-4.969515868887306,bonafide
PA_E_0000106,spoof,5.750861644744873,0.17,13.455355644226074,0.461,16.802719116210938,0.191,0.9999997615814209,0.178,10.56788474035263,spoof
PA_E_0000107,spoof,17.07375144958496,0.17,11.458126068115234,0.461,16.50553321838379,0.191,0.9999998807907104,0.178,11.515290687322619,spoof
PA_E_0000108,spoof,11.505577087402344,0.17,12.422652244567871,0.461,13.4319429397583,0.191,1.0,0.178,10.426291891098023,spoof
PA_E_0000109,spoof,12.11530590057373,0.17,10.992372512817383,0.461,11.886287689208984,0.191,0.999982476234436,0.178,9.575363560914994,spoof
PA_E_0000110,spoof,-0.9289876222610474,0.17,4.1670002937316895,0.461,4.152164459228516,0.191,0.6961296200752258,0.178,2.680033723711967,spoof
PA_E_0000111,spoof,13.61496353149414,0.17,10.370840072631836,0.461,23.398832321166992,0.191,1.0,0.178,11.742678047180178,spoof
PA_E_0000112,spoof,8.058588027954102,0.17,10.713939666748047,0.461,13.830886840820312,0.191,1.0,0.178,9.128785537719727,spoof
PA_E_0000113,spoof,11.566646575927734,0.17,15.60110092163086,0.461,18.708385467529297,0.191,1.0,0.178,12.909739067077638,spoof
PA_E_0000114,spoof,9.319011688232422,0.17,8.712089538574219,0.461,8.64809799194336,0.191,1.0,0.178,7.430291980743408,spoof
PA_E_0000115,spoof,-1.6154389381408691,0.17,-1.7129559516906738,0.461,10.826648712158203,0.191,1.0,0.178,1.1815925908088682,bonafide
PA_E_0000116,spoof,16.18811798095703,0.17,16.163162231445312,0.461,15.7249116897583,0.191,1.0,0.178,13.38465597820282,spoof
PA_E_0000117,spoof,14.444868087768555,0.17,14.046859741210938,0.461,14.85167121887207,0.191,1.0,0.178,11.945899118423462,spoof
PA_E_0000118,spoof,16.037471771240234,0.17,16.228120803833008,0.461,23.34710693359375,0.191,1.0,0.178,14.844831315994266,spoof
PA_E_0000119,bonafide,-6.943968772888184,0.17,-6.763209342956543,0.461,-7.30513858795166,0.191,8.73756505370693e-07,0.178,-5.693595513264066,bonafide
PA_E_0000120,spoof,5.183130741119385,0.17,12.959701538085938,0.461,17.63857650756836,0.191,0.9999964237213135,0.178,10.402522111415864,spoof
PA_E_0000121,spoof,12.885374069213867,0.17,4.216801643371582,0.461,8.133787155151367,0.191,1.0,0.178,5.866012495994568,spoof
PA_E_0000122,spoof,18.836889266967773,0.17,15.82406997680664,0.461,20.97734260559082,0.191,1.0,0.178,14.68183987236023,spoof
PA_E_0000123,spoof,11.546262741088867,0.17,11.611211776733398,0.461,12.22811508178711,0.191,0.9999998807907104,0.178,9.829203254461289,spoof
PA_E_0000124,spoof,10.594722747802734,0.17,14.792500495910645,0.461,11.512968063354492,0.191,1.0,0.178,10.997422495841983,spoof
PA_E_0000125,spoof,16.236812591552734,0.17,9.53783893585205,0.461,11.278685569763184,0.191,1.0,0.178,9.48943083381653,spoof
PA_E_0000126,spoof,10.208561897277832,0.17,12.326987266540527,0.461,12.732555389404297,0.191,1.0,0.178,10.028114731788637,spoof
PA_E_0000127,spoof,3.3713161945343018,0.17,12.332239151000977,0.461,15.3989896774292,0.191,1.0,0.178,9.37749303007126,spoof
PA_E_0000128,spoof,7.491960048675537,0.17,11.496347427368164,0.461,14.065532684326172,0.191,1.0,0.178,9.437966114997865,spoof
PA_E_0000129,spoof,18.321020126342773,0.17,13.42615032196045,0.461,17.037744522094727,0.191,1.0,0.178,12.736237923622133,spoof
PA_E_0000130,bonafide,-7.288668632507324,0.17,-6.936738967895508,0.461,-6.980769157409668,0.191,3.2728308951845975e-08,0.178,-5.770237234965682,bonafide
PA_E_0000131,spoof,2.5016283988952637,0.17,1.4293792247772217,0.461,3.0756499767303467,0.191,0.9999991655349731,0.178,1.8496696474552154,spoof
PA_E_0000132,spoof,12.20408821105957,0.17,18.084564208984375,0.461,14.739847183227539,0.191,1.0,0.178,13.404989908218385,spoof
PA_E_0000133,spoof,8.457343101501465,0.17,4.520425319671631,0.461,11.516094207763672,0.191,1.0,0.178,5.8992383933067325,spoof
PA_E_0000134,spoof,10.39702033996582,0.17,15.556986808776855,0.461,16.967214584350586,0.191,1.0,0.178,12.358002362251284,spoof
PA_E_0000135,spoof,11.119349479675293,0.17,12.871198654174805,0.461,22.370471954345703,0.191,1.0,0.178,12.274672134399417,spoof
PA_E_0000136,spoof,10.673376083374023,0.17,6.080301284790039,0.461,13.308538436889648,0.191,1.0,0.178,7.337423667907715,spoof
PA_E_0000137,spoof,16.11225700378418,0.17,12.374186515808105,0.461,13.43701457977295,0.191,1.0,0.178,11.188053459167481,spoof
PA_E_0000138,spoof,11.65174674987793,0.17,10.891438484191895,0.461,10.776427268981934,0.191,1.0,0.178,9.238047697067262,spoof
PA_E_0000139,bonafide,-1.0720181465148926,0.17,1.356156349182129,0.461,-0.5738174319267273,0.191,0.00011925454600714147,0.178,0.33336708987661406,bonafide
PA_E_0000140,spoof,11.694376945495605,0.17,11.503636360168457,0.461,14.743247032165527,0.191,1.0,0.178,10.28518062591553,spoof
PA_E_0000141,spoof,15.20272159576416,0.17,12.390332221984863,0.461,17.86082649230957,0.191,1.0,0.178,11.885823685646058,spoof
PA_E_0000142,spoof,11.810790061950684,0.17,17.8262882232666,0.461,11.790650367736816,0.191,1.0,0.178,12.655767401695254,spoof
PA_E_0000143,spoof,14.58983325958252,0.17,12.436583518981934,0.461,17.873674392700195,0.191,1.0,0.178,11.805408465385439,spoof
PA_E_0000144,spoof,11.280207633972168,0.17,16.70108413696289,0.461,19.381614685058594,0.191,1.0,0.178,13.496723489761354,spoof
PA_E_0000145,spoof,12.540182113647461,0.17,13.115870475769043,0.461,16.054798126220703,0.191,1.0,0.178,11.422713690757753,spoof
PA_E_0000146,spoof,14.963969230651855,0.17,10.573935508728027,0.461,16.37879753112793,0.191,1.0,0.178,10.724809367179873,spoof
PA_E_0000147,spoof,13.390891075134277,0.17,11.419376373291016,0.461,13.275365829467773,0.191,1.0,0.178,10.25437886428833,spoof
PA_E_0000148,bonafide,2.477682113647461,0.17,-6.9870686531066895,0.461,-4.718796253204346,0.191,0.8766493201255798,0.178,-3.545079195141793,bonafide
PA_E_0000149,spoof,10.644403457641602,0.17,14.375496864318848,0.461,16.351551055908203,0.191,1.0,0.178,11.73779889392853,spoof
PA_E_0000150,spoof,11.721357345581055,0.17,13.288276672363281,0.461,24.982147216796875,0.191,0.9999995231628418,0.178,13.06811632823944,spoof
PA_E_0000151,bonafide,-7.653132438659668,0.17,-7.145934581756592,0.461,-6.098513603210449,0.191,3.408987581110523e-08,0.178,-5.760124448907131,bonafide
PA_E_0000152,bonafide,-4.70133113861084,0.17,-6.104538440704346,0.461,-6.371184825897217,0.191,0.0003874642716255039,0.178,-4.830245847834566,bonafide
PA_E_0000153,spoof,8.847832679748535,0.17,9.582061767578125,0.461,1.8931493759155273,0.191,0.9999959468841553,0.178,6.461052839756013,spoof
PA_E_0000154,spoof,7.066258907318115,0.17,6.000298023223877,0.461,10.455531120300293,0.191,0.999398946762085,0.178,6.142300859451295,spoof
PA_E_0000155,spoof,11.128274917602539,0.17,13.206517219543457,0.461,14.80579948425293,0.191,1.0,0.178,10.985918875694276,spoof
PA_E_0000156,spoof,9.89096450805664,0.17,6.862208366394043,0.461,13.405529022216797,0.191,0.9984758496284485,0.178,7.583126767754556,spoof
PA_E_0000157,spoof,13.88730239868164,0.17,14.563125610351562,0.461,8.520054817199707,0.191,1.0,0.178,10.879772784233095,spoof
PA_E_0000158,spoof,13.528203010559082,0.17,10.654869079589844,0.461,13.051580429077148,0.191,1.0,0.178,9.882541019439698,spoof
PA_E_0000159,spoof,10.371994018554688,0.17,15.610241889953613,0.461,21.35769271850586,0.191,1.0,0.178,13.216879803657534,spoof
PA_E_0000160,spoof,11.895648002624512,0.17,13.159616470336914,0.461,15.762314796447754,0.191,1.0,0.178,11.277445479393007,spoof
PA_E_0000161,spoof,19.080751419067383,0.17,12.852848052978516,0.461,15.415822982788086,0.191,1.0,0.178,12.291312883377076,spoof
PA_E_0000162,spoof,12.875931739807129,0.17,11.49365234375,0.461,11.306848526000977,0.191,1.0,0.178,9.825090194702149,spoof
PA_E_0000163,spoof,15.59459114074707,0.17,15.30128002166748,0.461,19.472333908081055,0.191,1.0,0.178,13.602186360359195,spoof
PA_E_0000164,spoof,13.32873249053955,0.17,12.264320373535156,0.461,17.41534996032715,0.191,1.0,0.178,11.424068058013917,spoof
PA_E_0000165,spoof,12.312995910644531,0.17,15.037638664245605,0.461,15.882457733154297,0.191,1.0,0.178,12.237110156059266,spoof
PA_E_0000166,spoof,11.898368835449219,0.17,14.030644416809082,0.461,21.87751579284668,0.191,1.0,0.178,12.84745529460907,spoof
PA_E_0000167,spoof,10.20500373840332,0.17,7.386727333068848,0.461,7.197961330413818,0.191,0.9999996423721313,0.178,6.692942486524582,spoof
PA_E_0000168,spoof,13.479848861694336,0.17,9.319865226745605,0.461,7.669680118560791,0.191,1.0,0.178,8.230941078662873,spoof
PA_E_0000169,spoof,10.667332649230957,0.17,13.969237327575684,0.461,15.594168663024902,0.191,1.0,0.178,11.40975117301941,spoof
PA_E_0000170,bonafide,-5.6832356452941895,0.17,-7.007931709289551,0.461,-6.547897815704346,0.191,3.9986073829823e-07,0.178,-5.447454989306814,bonafide
PA_E_0000171,spoof,15.674797058105469,0.17,13.407933235168457,0.461,10.476302146911621,0.191,1.0,0.178,11.024746431350708,spoof
PA_E_0000172,spoof,10.864877700805664,0.17,11.274846076965332,0.461,17.987157821655273,0.191,1.0,0.178,10.65828039455414,spoof
PA_E_0000173,bonafide,-6.986120700836182,0.17,-6.484573841094971,0.461,-6.261681079864502,0.191,5.79053889282477e-08,0.178,-5.373010135833893,bonafide
PA_E_0000174,spoof,10.992239952087402,0.17,14.874129295349121,0.461,15.909049034118652,0.191,0.999904990196228,0.178,11.942265850782395,spoof
PA_E_0000175,spoof,7.300312042236328,0.17,7.748695373535156,0.461,7.158162593841553,0.191,0.9999432563781738,0.178,6.358400569438935,spoof
PA_E_0000176,spoof,13.455458641052246,0.17,14.524017333984375,0.461,20.334707260131836,0.191,1.0,0.178,13.04492904663086,spoof
PA_E_0000177,spoof,19.530269622802734,0.17,10.960538864135742,0.461,19.210561752319336,0.191,1.0,0.178,12.220171546936037,spoof
PA_E_0000178,spoof,11.286747932434082,0.17,14.8682222366333,0.461,19.20496940612793,0.191,1.0,0.178,12.619146756172182,spoof
PA_E_0000179,bonafide,-6.8173418045043945,0.17,-6.731695652008057,0.461,-5.393191814422607,0.191,1.988978759470683e-09,0.178,-5.292359438542141,bonafide
PA_E_0000180,spoof,4.211064338684082,0.17,14.609346389770508,0.461,12.805715560913086,0.191,0.9999995231628418,0.178,10.074681210517884,spoof
PA_E_0000181,spoof,9.075837135314941,0.17,15.104500770568848,0.461,13.213409423828125,0.191,0.9999996423721313,0.178,11.20782830452919,spoof
PA_E_0000182,spoof,12.332342147827148,0.17,15.055435180664062,0.461,8.70431137084961,0.191,1.0,0.178,10.877577255249024,spoof
PA_E_0000183,spoof,18.2320556640625,0.17,13.481672286987305,0.461,20.457700729370117,0.191,1.0,0.178,13.399921226501466,spoof
PA_E_0000184,spoof,8.324056625366211,0.17,9.623985290527344,0.461,10.984877586364746,0.191,1.0,0.178,8.12785846424103,spoof
PA_E_0000185,spoof,14.587642669677734,0.17,22.60883140563965,0.461,27.125633239746094,0.191,1.0,0.178,18.2615664806366,spoof
PA_E_0000186,spoof,-0.36765530705451965,0.17,10.54694938659668,0.461,14.56313705444336,0.191,0.9999958276748657,0.178,7.759200699746609,spoof
PA_E_0000187,spoof,15.026716232299805,0.17,15.01509952545166,0.461,21.5820255279541,0.191,1.0,0.178,13.776669516563416,spoof
PA_E_0000188,spoof,14.823136329650879,0.17,11.845843315124512,0.461,12.511180877685547,0.191,1.0,0.178,10.548502491950991,spoof
PA_E_0000189,spoof,11.958617210388184,0.17,14.182266235351562,0.461,21.86957359313965,0.191,1.0,0.178,12.926078216552735,spoof
PA_E_0000190,spoof,11.240683555603027,0.17,13.278154373168945,0.461,14.674690246582031,0.191,1.0,0.178,11.013011207580568,spoof
PA_E_0000191,spoof,14.259668350219727,0.17,14.342653274536133,0.461,19.115617752075195,0.191,1.0,0.178,12.865189769744873,spoof
